parent_id,child_id,birth_order,adoptive
1.2.4.5.3.2a,1.2.4.5.3.2.2,2,
1.2.4,1.2.4.6,6,
1.2.4a,1.2.4.6,6,
1.2.4,1.2.4.7,7,
1.2.4a,1.2.4.7,7,
1.2.4.7,1.2.4.7.1,1,
1.2.4.7a,1.2.4.7.1,1,
1.2.4,1.2.4.8,8,
1.2.4a,1.2.4.8,8,
1.2.4,1.2.4.9,9,
1.2.4a,1.2.4.9,9,
1.2.4.9,1.2.4.9.1,1,
1.2.4.9a,1.2.4.9.1,1,
1.2.4.9.1,1.2.4.9.1.1,1,
1.2.4.9.1a,1.2.4.9.1.1,1,
1.2.4.9.1,1.2.4.9.1.2,2,
1.2.4.9.1a,1.2.4.9.1.2,2,
1.2.4.9,1.2.4.9.2,2,
1.2.4.9a,1.2.4.9.2,2,
1.2.4.9.2,1.2.4.9.2.1,1,
1.2.4.9.2a,1.2.4.9.2.1,1,
1.2.4.9.2,1.2.4.9.2.2,2,
1.2.4.9.2a,1.2.4.9.2.2,2,
1.2.4.9.2,1.2.4.9.2.3,3,
1.2.4.9.2a,1.2.4.9.2.3,3,
1.2.4.9.2,1.2.4.9.2.4,4,
1.2.4.9.2a,1.2.4.9.2.4,4,
1.2.4.9,1.2.4.9.3,3,
1.2.4.9a,1.2.4.9.3,3,
1.2,1.2.5,5,
1.2a,1.2.5,5,
1.2.5,1.2.5.1,1,
1.2.5a,1.2.5.1,1,
1.2.5,1.2.5.2,2,
1.2.5a,1.2.5.2,2,
1.2,1.2.6,6,
1.2a,1.2.6,6,
1.2,1.2.7,7,
1.2a,1.2.7,7,
1.2.7,1.2.7.1,1,
1.2.7a,1.2.7.1,1,
1.2.7.1,1.2.7.1.1,1,
1.2.7.1a,1.2.7.1.1,1,
1.2.7.1,1.2.7.1.2,2,
1.2.7.1a,1.2.7.1.2,2,
1.2.7.1.2,1.2.7.1.2.1,1,
1.2.7.1.2a,1.2.7.1.2.1,1,
1.2.7.1.2,1.2.7.1.2.2,2,
1.2.7.1.2a,1.2.7.1.2.2,2,
1.2.7.1.2,1.2.7.1.2.3,3,
1.2.7.1.2a,1.2.7.1.2.3,3,
1.2.7.1,1.2.7.1.3,3,
1.2.7.1a,1.2.7.1.3,3,
1.2.7.1.3,1.2.7.1.3.1,1,
1.2.7.1.3a,1.2.7.1.3.1,1,
1.2.7.1.3,1.2.7.1.3.2,2,
1.2.7.1.3a,1.2.7.1.3.2,2,
1.2.7.1,1.2.7.1.4,4,
1.2.7.1a,1.2.7.1.4,4,
1.2.7.1.4,1.2.7.1.4.1,1,
1.2.7.1.4a,1.2.7.1.4.1,1,
1.2.7.1,1.2.7.1.5,5,
1.2.7.1a,1.2.7.1.5,5,
1.2.7.1.5,1.2.7.1.5.1,1,
1.2.7.1.5a,1.2.7.1.5.1,1,
1.2.7,1.2.7.2,2,
1.2.7a,1.2.7.2,2,
1.2.7.2,1.2.7.2.1,1,
1.2.7.2a,1.2.7.2.1,1,
1.2.7.2.1,1.2.7.2.1.1,1,
1.2.7.2.1a,1.2.7.2.1.1,1,
1.2.7.2.1.1,1.2.7.2.1.1.1,1,
1.2.7.2.1.1a,1.2.7.2.1.1.1,1,
1.2.7.2.1,1.2.7.2.1.2,2,
1.2.7.2.1a,1.2.7.2.1.2,2,
1.2.7.2.1,1.2.7.2.1.3,3,
1.2.7.2.1a,1.2.7.2.1.3,3,
1.2.7.2.1.3,1.2.7.2.1.3.1,1,
1.2.7.2.1.3a,1.2.7.2.1.3.1,1,
1.2.7.2.1,1.2.7.2.1.4,4,
1.2.7.2.1a,1.2.7.2.1.4,4,
1.2.7.2.1,1.2.7.2.1.5,5,
1.2.7.2.1a,1.2.7.2.1.5,5,
1.2.7.2,1.2.7.2.2,2,
1.2.7.2a,1.2.7.2.2,2,
1.2.7.2.2,1.2.7.2.2.1,1,
1.2.7.2.2a,1.2.7.2.2.1,1,
1.2.7.2.2.1,1.2.7.2.2.1.1,1,
1.2.7.2.2.1a,1.2.7.2.2.1.1,1,
1.2.7.2.2.1,1.2.7.2.2.1.2,2,
1.2.7.2.2.1a,1.2.7.2.2.1.2,2,
1.2.7.2.2,1.2.7.2.2.2,2,
1.2.7.2.2a,1.2.7.2.2.2,2,
1.2.7.2.2.2,1.2.7.2.2.2.1,1,
1.2.7.2.2.2a,1.2.7.2.2.2.1,1,
1.2.7.2.2.2,1.2.7.2.2.2.2,2,
1.2.7.2.2.2a,1.2.7.2.2.2.2,2,
1.2.7.2,1.2.7.2.3,3,
1.2.7.2a,1.2.7.2.3,3,
1.2.7.2.3,1.2.7.2.3.1,1,
1.2.7.2.3a,1.2.7.2.3.1,1,
1.2.7.2.3,1.2.7.2.3.2,2,
1.2.7.2.3b,1.2.7.2.3.2,2,
1.2.7.2,1.2.7.2.4,4,
1.2.7.2a,1.2.7.2.4,4,
1.2.7.2.4,1.2.7.2.4.1,1,
1.2.7.2.4a,1.2.7.2.4.1,1,
1,1.3,3,
1a,1.3,3,
1,1.4,4,
1a,1.4,4,
1.4,1.4.1,1,
1.4a,1.4.1,1,
1.4.1,1.4.1.1,1,
1.4.1a,1.4.1.1,1,
1.4.1,1.4.1.2,2,
1.4.1a,1.4.1.2,2,
1.4.1,1.4.1.3,3,
1.4.1a,1.4.1.3,3,
1.4,1.4.2,2,
1.4a,1.4.2,2,
1.4.2,1.4.2.1,1,
1.4.2a,1.4.2.1,1,
1.4.2.1,1.4.2.1.1,1,
1.4.2.1a,1.4.2.1.1,1,
1.4.2.1,1.4.2.1.2,2,
1.4.2.1a,1.4.2.1.2,2,
1.4.2,1.4.2.2,2,
1.4.2a,1.4.2.2,2,
1.4.2,1.4.2.3,3,
1.4.2a,1.4.2.3,3,
1.4.2.3,1.4.2.3.1,1,
1.4.2.3a,1.4.2.3.1,1,
1.4.2.3,1.4.2.3.2,2,
1.4.2.3a,1.4.2.3.2,2,
1.4.2.3.2,1.4.2.3.2.1,1,
1.4.2.3.2a,1.4.2.3.2.1,1,
1.4.2.3.2,1.4.2.3.2.2,2,
1.4.2.3.2a,1.4.2.3.2.2,2,
1.4.2.3.2,1.4.2.3.2.3,3,
1.4.2.3.2a,1.4.2.3.2.3,3,
1.4.2.3,1.4.2.3.3,3,
1.4.2.3a,1.4.2.3.3,3,
1.4.2.3.3,1.4.2.3.3.1,1,
1.4.2.3.3a,1.4.2.3.3.1,1,
1.4.2.3.3,1.4.2.3.3.2,2,
1.4.2.3.3a,1.4.2.3.3.2,2,
1.4.2.3.3,1.4.2.3.3.3,3,
1.4.2.3.3a,1.4.2.3.3.3,3,
1.4.2.3.3,1.4.2.3.3.4,4,
1.4.2.3.3a,1.4.2.3.3.4,4,
1.4.2.3.3,1.4.2.3.3.5,5,
1.4.2.3.3a,1.4.2.3.3.5,5,
1.4.2.3,1.4.2.3.4,4,
1.4.2.3a,1.4.2.3.4,4,
1.4.2.3,1.4.2.3.5,5,
1.4.2.3a,1.4.2.3.5,5,
1.4.2.3.5,1.4.2.3.5.1,1,
1.4.2.3.5a,1.4.2.3.5.1,1,
1.4.2.3.5,1.4.2.3.5.2,2,
1.4.2.3.5a,1.4.2.3.5.2,2,
1.4.2.3.5,1.4.2.3.5.3,3,
1.4.2.3.5a,1.4.2.3.5.3,3,
1.4.2.3.5,1.4.2.3.5.4,4,
1.4.2.3.5a,1.4.2.3.5.4,4,
1.4.2.3,1.4.2.3.6,6,
1.4.2.3a,1.4.2.3.6,6,
1.4.2.3.6,1.4.2.3.6.1,1,
1.4.2.3.6a,1.4.2.3.6.1,1,
1.4.2.3.6,1.4.2.3.6.2,2,
1.4.2.3.6a,1.4.2.3.6.2,2,
1.4.2.3.6,1.4.2.3.6.3,3,
1.4.2.3.6a,1.4.2.3.6.3,3,
1.4,1.4.3,3,
1.4a,1.4.3,3,
1.4.3,1.4.3.1,1,
1.4.3a,1.4.3.1,1,
1.4.3.1,1.4.3.1.1,1,
1.4.3.1a,1.4.3.1.1,1,
1.4.3,1.4.3.2,2,
1.4.3a,1.4.3.2,2,
1.4.3,1.4.3.3,3,
1.4.3a,1.4.3.3,3,
1.4.3.3,1.4.3.3.1,1,
1.4.3.3a,1.4.3.3.1,1,
1.4.3,1.4.3.4,4,
1.4.3a,1.4.3.4,4,
1.4.3,1.4.3.5,5,
1.4.3a,1.4.3.5,5,
1.4,1.4.4,4,
1.4a,1.4.4,4,
1.4,1.4.5,5,
1.4a,1.4.5,5,
1.4.5,1.4.5.1,1,
1.4.5a,1.4.5.1,1,
1.4.5.1,1.4.5.1.1,1,
1.4.5.1a,1.4.5.1.1,1,
1.4.5.1.1,1.4.5.1.1.1,1,
1.4.5.1.1a,1.4.5.1.1.1,1,
1.4.5.1.1.1,1.4.5.1.1.1.1,1,
1.4.5.1.1.1a,1.4.5.1.1.1.1,1,
1.4.5.1.1.1,1.4.5.1.1.1.2,2,
1.4.5.1.1.1a,1.4.5.1.1.1.2,2,
1.4.5.1.1.1,1.4.5.1.1.1.3,3,
1.4.5.1.1.1a,1.4.5.1.1.1.3,3,
1.4.5.1.1,1.4.5.1.1.2,2,
1.4.5.1.1a,1.4.5.1.1.2,2,
1.4.5.1.1.2,1.4.5.1.1.2.1,1,
1.4.5.1.1.2a,1.4.5.1.1.2.1,1,
1.4.5.1.1,1.4.5.1.1.3,3,
1.4.5.1.1a,1.4.5.1.1.3,3,
1.4.5.1.1.3,1.4.5.1.1.3.1,1,
1.4.5.1.1.3a,1.4.5.1.1.3.1,1,
1.4.5.1.1.3,1.4.5.1.1.3.2,2,
1.4.5.1.1.3a,1.4.5.1.1.3.2,2,
1.4.5,1.4.5.2,2,
1.4.5a,1.4.5.2,2,
1.4.5,1.4.5.3,3,
1.4.5a,1.4.5.3,3,
1.4.5,1.4.5.4,4,
1.4.5a,1.4.5.4,4,
1.4,1.4.6,6,
1.4a,1.4.6,6,
1.4.6,1.4.6.1,1,
1.4.6a,1.4.6.1,1,
1.4.6,1.4.6.2,2,
1.4.6a,1.4.6.2,2,
1.4.6,1.4.6.3,3,
1.4.6a,1.4.6.3,3,
1.4,1.4.7,7,
1.4a,1.4.7,7,
1.4.7,1.4.7.1,1,
1.4.7a,1.4.7.1,1,
1.4.7.1,1.4.7.1.1,1,
1.4.7.1a,1.4.7.1.1,1,
1.4.7.1.1,1.4.7.1.1.1,1,
1.4.7.1.1a,1.4.7.1.1.1,1,
1.4.7.1,1.4.7.1.2,2,
1.4.7.1a,1.4.7.1.2,2,
1.4.7.1.2,1.4.7.1.2.1,1,
1.4.7.1.2a,1.4.7.1.2.1,1,
1.4.7.1.2,1.4.7.1.2.2,2,
1.4.7.1.2a,1.4.7.1.2.2,2,
1.4.7.1.2,1.4.7.1.2.3,3,
1.4.7.1.2a,1.4.7.1.2.3,3,
1.4.7.1,1.4.7.1.3,3,
1.4.7.1a,1.4.7.1.3,3,
1.4.7.1.3,1.4.7.1.3.1,1,
1.4.7.1.3a,1.4.7.1.3.1,1,
1.4.7,1.4.7.2,2,
1.4.7a,1.4.7.2,2,
1.4.7,1.4.7.3,3,
1.4.7a,1.4.7.3,3,
1.4.7.3,1.4.7.3.1,1,
1.4.7.3a,1.4.7.3.1,1,
1.4.7.3,1.4.7.3.2,2,
1.4.7.3a,1.4.7.3.2,2,
1.4.7.3,1.4.7.3.3,3,
1.4.7.3a,1.4.7.3.3,3,
1.4.7.3,1.4.7.3.4,4,
1.4.7.3a,1.4.7.3.4,4,
1,1.5,5,
1a,1.5,5,
1.5,1.5.1,1,
1.5a,1.5.1,1,
1.5,1.5.2,2,
1.5a,1.5.2,2,
1.5.2,1.5.2.1,1,
1.5.2a,1.5.2.1,1,
1.5.2,1.5.2.2,2,
1.5.2a,1.5.2.2,2,
1.5.2,1.5.2.3,3,
1.5.2a,1.5.2.3,3,
1.5.2,1.5.2.4,4,
1.5.2a,1.5.2.4,4,
1.5.2,1.5.2.5,5,
1.5.2a,1.5.2.5,5,
1.5.2.5,1.5.2.5.1,1,
1.5.2.5a,1.5.2.5.1,1,
1.5.2.5,1.5.2.5.2,2,
1.5.2.5a,1.5.2.5.2,2,
1.5.2.5,1.5.2.5.3,3,
1.5.2.5a,1.5.2.5.3,3,
1.5.2.5.3,1.5.2.5.3.1,1,
1.5.2.5.3a,1.5.2.5.3.1,1,
1.5.2.5.3.1,1.5.2.5.3.1.1,1,
1.5.2.5.3.1a,1.5.2.5.3.1.1,1,
1.5.2.5.3.1.1,1.5.2.5.3.1.1.1,1,
1.5.2.5.3.1.1a,1.5.2.5.3.1.1.1,1,
1.5.2.5.3.1.1,1.5.2.5.3.1.1.2,2,
1.5.2.5.3.1.1a,1.5.2.5.3.1.1.2,2,
1.5.2.5.3.1,1.5.2.5.3.1.2,2,
1.5.2.5.3.1b,1.5.2.5.3.1.2,2,
1.5.2.5.3,1.5.2.5.3.2,2,
1.5.2.5.3a,1.5.2.5.3.2,2,
1.5.2.5,1.5.2.5.4,4,
1.5.2.5a,1.5.2.5.4,4,
1.5.2.5,1.5.2.5.5,5,
1.5.2.5a,1.5.2.5.5,5,
1.5.2.5,1.5.2.5.6,6,
1.5.2.5a,1.5.2.5.6,6,
1.5.2.5,1.5.2.5.7,7,
1.5.2.5a,1.5.2.5.7,7,
1.5.2,1.5.2.6,6,
1.5.2a,1.5.2.6,6,
1.5.2,1.5.2.7,7,
1.5.2a,1.5.2.7,7,
1.5.2,1.5.2.8,8,
1.5.2a,1.5.2.8,8,
1.5.2,1.5.2.9,9,
1.5.2a,1.5.2.9,9,
1.5.2,1.5.2.10,10,
1.5.2a,1.5.2.10,10,
1.5.2,1.5.2.11,11,
1.5.2a,1.5.2.11,11,
1.5.2,1.5.2.12,12,
1.5.2a,1.5.2.12,12,
1.5,1.5.3,3,
1.5a,1.5.3,3,
1.5.3,1.5.3.1,1,
1.5.3a,1.5.3.1,1,
1.5.3.1,1.5.3.1.1,1,
1.5.3.1a,1.5.3.1.1,1,
1.5.3.1,1.5.3.1.2,2,
1.5.3.1a,1.5.3.1.2,2,
1.5.3.1,1.5.3.1.3,3,
1.5.3.1a,1.5.3.1.3,3,
1.5.3.1,1.5.3.1.4,4,
1.5.3.1a,1.5.3.1.4,4,
1.5.3.1,1.5.3.1.5,5,
1.5.3.1a,1.5.3.1.5,5,
1.5.3.1.5,1.5.3.1.5.1,1,
1.5.3.1.5a,1.5.3.1.5.1,1,
1.5.3.1.5,1.5.3.1.5.2,2,
1.5.3.1.5a,1.5.3.1.5.2,2,
1.5.3.1,1.5.3.1.6,6,
1.5.3.1a,1.5.3.1.6,6,
1.5.3.1,1.5.3.1.7,7,
1.5.3.1b,1.5.3.1.7,7,
1.5.3.1,1.5.3.1.8,8,
1.5.3.1b,1.5.3.1.8,8,
1.5.3.1,1.5.3.1.9,9,
1.5.3.1b,1.5.3.1.9,9,
1.5.3,1.5.3.2,2,
1.5.3a,1.5.3.2,2,
1.5.3,1.5.3.3,3,
1.5.3a,1.5.3.3,3,
1.5.3.3,1.5.3.3.1,1,
1.5.3.3a,1.5.3.3.1,1,
1.5.3.3.1,1.5.3.3.1.1,1,
1.5.3.3.1a,1.5.3.3.1.1,1,
1.5,1.5.4,4,
1.5a,1.5.4,4,
1.5.4,1.5.4.1,1,
1.5.4a,1.5.4.1,1,
1.5.4,1.5.4.2,2,
1.5.4a,1.5.4.2,2,
1.5.4,1.5.4.3,3,
1.5.4a,1.5.4.3,3,
1.5.4,1.5.4.4,4,
1.5.4a,1.5.4.4,4,
1.5.4.4,1.5.4.4.1,1,
1.5.4.4a,1.5.4.4.1,1,
1.5.4.4.1,1.5.4.4.1.1,1,
1.5.4.4.1a,1.5.4.4.1.1,1,
1.5.4.4.1.1,1.5.4.4.1.1.1,1,
1.5.4.4.1.1a,1.5.4.4.1.1.1,1,
1.5.4.4.1.1,1.5.4.4.1.1.2,2,
1.5.4.4.1.1a,1.5.4.4.1.1.2,2,
1.5.4.4.1,1.5.4.4.1.2,2,
1.5.4.4.1a,1.5.4.4.1.2,2,
1.5.4.4.1.2,1.5.4.4.1.2.1,1,TRUE
1.5.4.4.1.2a,1.5.4.4.1.2.1,1,TRUE
1.5.4,1.5.4.5,5,
1.5.4a,1.5.4.5,5,
1.5.4.5,1.5.4.5.1,1,
1.5.4.5a,1.5.4.5.1,1,
1.5.4.5.1,1.5.4.5.1.1,1,
1.5.4.5.1a,1.5.4.5.1.1,1,
1.5.4.5.1.1,1.5.4.5.1.1.1,1,
1.5.4.5.1.1a,1.5.4.5.1.1.1,1,
1.5.4.5.1.1,1.5.4.5.1.1.2,2,
1.5.4.5.1.1a,1.5.4.5.1.1.2,2,
1.5.4.5.1.1,1.5.4.5.1.1.3,3,
1.5.4.5.1.1a,1.5.4.5.1.1.3,3,
1.5.4.5.1.1,1.5.4.5.1.1.4,4,
1.5.4.5.1.1a,1.5.4.5.1.1.4,4,
1.5.4.5.1,1.5.4.5.1.2,2,
1.5.4.5.1a,1.5.4.5.1.2,2,
1.5.4.5.1.2,1.5.4.5.1.2.1,1,
1.5.4.5.1.2a,1.5.4.5.1.2.1,1,
1.5.4.5.1.2,1.5.4.5.1.2.2,2,
1.5.4.5.1.2a,1.5.4.5.1.2.2,2,
1.5.4.5.1.2,1.5.4.5.1.2.3,3,
1.5.4.5.1.2a,1.5.4.5.1.2.3,3,
1.5.4.5.1,1.5.4.5.1.3,3,
1.5.4.5.1a,1.5.4.5.1.3,3,
1.5.4.5.1.3,1.5.4.5.1.3.1,1,
1.5.4.5.1.3a,1.5.4.5.1.3.1,1,
1.5.4.5.1.3,1.5.4.5.1.3.2,2,
1.5.4.5.1.3a,1.5.4.5.1.3.2,2,
1.5.4.5.1.3,1.5.4.5.1.3.3,3,
1.5.4.5.1.3a,1.5.4.5.1.3.3,3,
1.5.4.5.1,1.5.4.5.1.4,4,
1.5.4.5.1a,1.5.4.5.1.4,4,
1.5.4.5.1.4,1.5.4.5.1.4.1,1,
1.5.4.5.1.4a,1.5.4.5.1.4.1,1,
1.5.4.5.1.4,1.5.4.5.1.4.2,2,
1.5.4.5.1.4a,1.5.4.5.1.4.2,2,
1.5.4.5,1.5.4.5.2,2,
1.5.4.5a,1.5.4.5.2,2,
1.5.4.5.2,1.5.4.5.2.1,1,
1.5.4.5.2a,1.5.4.5.2.1,1,
1.5.4.5.2.1,1.5.4.5.2.1.1,1,
1.5.4.5.2.1a,1.5.4.5.2.1.1,1,
1.5.4.5.2,1.5.4.5.2.2,2,
1.5.4.5.2a,1.5.4.5.2.2,2,
1.5.4.5.2.2,1.5.4.5.2.2.1,1,
1.5.4.5.2.2a,1.5.4.5.2.2.1,1,
1.5.4.5.2.2,1.5.4.5.2.2.2,2,
1.5.4.5.2.2a,1.5.4.5.2.2.2,2,
1.5.4.5.2.2.2,1.5.4.5.2.2.2.1,1,
1.5.4.5.2.2.2a,1.5.4.5.2.2.2.1,1,
1.5.4.5.2,1.5.4.5.2.3,3,
1.5.4.5.2a,1.5.4.5.2.3,3,
1.5.4.5.2.3,1.5.4.5.2.3.1,1,
1.5.4.5.2.3a,1.5.4.5.2.3.1,1,
1.5.4.5.2.3,1.5.4.5.2.3.2,2,
1.5.4.5.2.3a,1.5.4.5.2.3.2,2,
1.5.4.5.2.3,1.5.4.5.2.3.3,3,
1.5.4.5.2.3a,1.5.4.5.2.3.3,3,
1.5.4.5.2,1.5.4.5.2.4,4,
1.5.4.5.2a,1.5.4.5.2.4,4,
1.5.4.5.2.4,1.5.4.5.2.4.1,1,
1.5.4.5.2.4a,1.5.4.5.2.4.1,1,
1.5.4.5.2.4,1.5.4.5.2.4.2,2,
1.5.4.5.2.4a,1.5.4.5.2.4.2,2,
1.5.4.5,1.5.4.5.3,3,
1.5.4.5a,1.5.4.5.3,3,
1.5.4.5.3,1.5.4.5.3.1,1,
1.5.4.5.3a,1.5.4.5.3.1,1,
1.5.4.5.3.1,1.5.4.5.3.1.1,1,
1.5.4.5.3.1a,1.5.4.5.3.1.1,1,
1.5.4.5.3.1,1.5.4.5.3.1.2,2,
1.5.4.5.3.1a,1.5.4.5.3.1.2,2,
1.5.4.5.3,1.5.4.5.3.2,2,
1.5.4.5.3a,1.5.4.5.3.2,2,
1.5.4.5.3.2,1.5.4.5.3.2.1,1,
1.5.4.5.3.2a,1.5.4.5.3.2.1,1,
1.5.4.5.3.2,1.5.4.5.3.2.2,2,
1.5.4.5.3.2a,1.5.4.5.3.2.2,2,
1.5.4.5.3.2,1.5.4.5.3.2.3,3,TRUE
1.5.4.5.3.2a,1.5.4.5.3.2.3,3,TRUE
1.5.4.5.3,1.5.4.5.3.3,3,
1.5.4.5.3a,1.5.4.5.3.3,3,
1.5.4.5.3.3,1.5.4.5.3.3.1,1,
1.5.4.5.3.3a,1.5.4.5.3.3.1,1,
1.5.4.5.3.3,1.5.4.5.3.3.2,2,
1.5.4.5.3.3a,1.5.4.5.3.3.2,2,
1.5.4.5,1.5.4.5.4,4,
1.5.4.5a,1.5.4.5.4,4,
1.5.4.5.4,1.5.4.5.4.1,1,
1.5.4.5.4a,1.5.4.5.4.1,1,
1.5.4.5.4.1,1.5.4.5.4.1.1,1,
1.5.4.5.4.1a,1.5.4.5.4.1.1,1,
1.5.4.5.4.1,1.5.4.5.4.1.2,2,
1.5.4.5.4.1a,1.5.4.5.4.1.2,2,
